Name	Date
MT454644.1	2017-1-1
MT454645.1	2017-1-1
MT454646.1	2017-1-1
MT454647.1	2017-1-1
MT454648.1	2017-1-1
MT454649.1	2017-1-1
MT454651.1	2017-1-1
MT454652.1	2017-1-1
MT454653.1	2017-1-1
MT454654.1	2017-1-1
MG458307.1	2000-1-1
MG458308.1	2000-1-1
KX148103.1	1981-1-1
MG458318.1	2008-1-1
MT454638.1	2016-1-1
MT454640.1	2016-1-1
MT454650.1	2017-1-1
MT454632.1	2015-1-1
MT454633.1	2015-1-1
MT454642.1	2016-1-1
KC171643.1	2008-4-1
KC171645.1	1999-1-18
KC171644.1	2004-6-5
AB569299.1	2008-11-1
AB635373.1	2009-11-1
LT909531.1	1993-1-25
OQ473645.1	2021-6-10
KF620487.1	2012-5-1
KY765901.1	2012-7-9
KR534234.2	2011-1-1
KR534235.2	2011-1-1
KR534236.2	2011-1-1
KR534245.2	2011-1-1
KY210230.1	2011-6-6
KY210236.1	2011-7-2
KY210237.1	2011-7-7
KY210240.1	2011-7-21
OP375416.1	2011-8-24
KY210277.1	2011-11-25
KY210308.1	2012-1-7
KY210283.1	2012-1-19
KY210301.1	2012-7-16
KY210276.1	2013-4-25
KY210268.1	2013-5-26
KY210274.1	2013-9-6
KY210275.1	2013-9-6
OP375425.1	2015-1-5
KR534232.2	2011-1-1
KY210291.1	2012-5-6
KR534219.2	2007-1-1
OP375411.1	2007-6-11
OP375407.1	2007-6-15
KY210223.1	2007-6-22
KR534218.2	2008-1-1
KY210222.1	2009-1-17
KF155002.1	2010-1-1
KY210224.1	2010-6-20
KR534233.2	2011-1-1
KR534244.2	2011-1-1
KR534250.2	2011-1-1
KR534252.2	2011-1-1
KY210227.1	2011-4-19
KY210229.1	2011-5-22
KY210231.1	2011-6-1
KY210232.1	2011-6-20
KY210238.1	2011-7-23
KY210239.1	2011-7-23
KY210243.1	2011-7-25
KY210244.1	2011-7-29
KY210286.1	2011-12-10
KY210278.1	2011-12-16
KY210281.1	2012-1-19
KY210282.1	2012-1-26
KY210307.1	2012-3-24
KY210288.1	2012-4-12
KY210311.1	2012-4-29
KY210289.1	2012-4-30
KY210290.1	2012-5-6
OP375412.1	2012-5-7
KY210292.1	2012-5-11
KY210295.1	2012-5-14
KY210293.1	2012-5-17
KY210294.1	2012-5-28
OP375426.1	2012-6-15
KY210304.1	2012-7-7
KY210303.1	2012-7-16
KY210299.1	2012-7-19
KY210300.1	2012-7-19
KY210245.1	2012-8-10
KY210248.1	2012-9-2
KY210247.1	2012-10-4
KY210249.1	2012-10-12
KY210251.1	2012-11-10
KY210250.1	2012-11-13
KY210252.1	2012-12-8
KY210258.1	2013-1-2
KY210257.1	2013-1-8
KY210254.1	2013-1-11
KY210253.1	2013-1-18
KY210267.1	2013-1-31
KY210266.1	2013-2-1
KY210265.1	2013-2-18
KY210264.1	2013-4-10
KY210263.1	2013-4-13
KY210270.1	2013-7-17
KY210269.1	2013-7-18
KY210272.1	2013-8-22
KY210271.1	2013-9-3
KY210273.1	2013-9-6
OP375414.1	2015-5-22
OP375415.1	2015-6-4
OP375417.1	2015-9-24
OP375427.1	2016-9-16
OP375410.1	2016-9-21
OP375418.1	2016-10-4
OP375413.1	2016-10-5
OP375424.1	2016-10-6
OP375408.1	2016-10-7
OP375421.1	2016-12-30
KY210220.1	2008-9-28
KY210225.1	2011-2-21
KY210233.1	2011-6-30
KY210242.1	2011-7-21
KY210241.1	2011-7-24
KY210310.1	2012-1-23
KY210285.1	2012-3-8
OP375409.1	2012-5-9
KY210298.1	2012-6-28
KY210302.1	2012-7-21
KY210262.1	2013-2-27
KY210261.1	2013-4-11
OP375420.1	2017-5-14
KR534254.2	2011-1-1
KY210259.1	2013-2-23
KY210305.1	2012-8-8
KY210297.1	2012-6-25
KY210246.1	2012-9-17
KY210306.1	2012-5-26
LT909528.1	2009-6-10
LC717422.1	1963-1-1
LC717426.1	1976-1-1
LC717428.1	1977-1-1
LC717423.1	1985-1-1
LC717424.1	1985-1-1
LC717425.1	1985-1-1
MN075931.1	1999-1-1
PP498792.1	2001-1-5
ON808418.1	2010-1-1
LC717427.1	1977-1-1
EU293111.1	1983-1-1
KY860584.1	1999-1-1
KY860604.1	2000-1-1
KY860585.1	2001-1-1
KY860586.1	2001-1-1
KY860587.1	2001-1-1
KY860605.1	2001-1-1
KY860606.1	2001-1-1
KY860588.1	2004-1-1
KY860589.1	2006-1-1
KY860590.1	2007-1-1
KY860591.1	2008-1-1
KY860592.1	2009-1-1
KY860593.1	2010-1-1
KY860594.1	2012-1-1
KY860595.1	2012-1-1
KY860596.1	2014-1-1
KY860598.1	2014-1-1
KY860600.1	2014-1-1
KY860601.1	2014-1-1
KY860603.1	2015-1-1
KY860612.1	1989-1-1
KY860583.1	1999-1-1
KY860607.1	2001-1-1
KY860608.1	2001-1-1
KY860609.1	2001-1-1
KY860610.1	2001-1-1
KY860611.1	2001-1-1
KY860597.1	2014-1-1
KY860599.1	2014-1-1
KY860602.1	2014-1-1
KF154999.1	2008-1-1
KF154996.1	1987-1-1
JQ685947.1	2004-1-1
JQ685971.1	2009-1-1
PP447339.1	2021-10-7
MK540669.1	1990-1-1
MG562571.1	2006-1-1
MF143278.2	2006-9-5
MF143391.2	2008-12-29
MG562603.1	2009-1-1
MF143403.2	2009-3-11
MF143338.2	2009-4-5
MF143406.2	2009-5-12
MK540790.1	2011-1-1
ON986426.1	2019-10-5
ON986427.1	2020-3-26
KX148106.1	1990-1-1
ON986432.1	2018-12-11
JQ685917.1	2010-1-1
JQ685973.1	2011-1-1
MN418166.1	2018-4-3
ON986428.1	2017-9-7
MG458304.1	1975-1-1
MZ494188.1	2020-1-22
JQ685915.1	2002-1-1
JQ685916.1	2002-1-1
JQ685910.1	2002-1-1
JQ685956.1	1975-1-1
JQ685942.1	1981-1-1
JQ685920.1	1984-1-1
JQ685913.1	1985-1-1
JQ685974.1	1995-1-1
JQ685907.1	1996-1-1
JQ685923.1	1999-1-1
JQ685946.1	1999-1-1
JQ685931.1	2000-1-1
JQ685897.1	2001-1-1
JQ685960.1	2001-1-1
JQ685903.1	2004-1-1
JQ685925.1	2004-1-1
JQ685909.1	2005-1-1
JQ685898.1	2009-1-1
JQ685950.1	2009-1-1
JQ685961.1	2010-1-1
OQ410145.1	2019-1-1
PP447337.1	2021-7-26
PP447340.1	2021-9-9
PP386031.1	2022-7-6
PP386030.1	2022-7-20
MG562521.1	2004-1-1
MG562575.1	2007-1-1
MG562594.1	2009-1-1
ON986429.1	2018-6-5
ON986430.1	2018-10-22
JQ685945.1	2005-1-1
MK540759.1	2011-1-1
MK540760.1	2011-1-1
MK540761.1	2011-1-1
MK540762.1	2011-1-1
MK540769.1	2011-1-1
MK540772.1	2011-1-1
MK540774.1	2011-1-1
MK540777.1	2011-1-1
MK540783.1	2011-1-1
MK540791.1	2011-1-1
MF143327.2	2011-7-22
MF143333.2	2011-10-6
MN418170.1	2017-10-12
MN418154.1	2017-11-4
KC737850.1	2011-1-1
OQ410148.1	2021-1-1
JQ685895.1	2003-1-1
OQ410153.1	2018-1-1
OQ410152.1	2019-1-1
OQ410146.1	2020-1-1
OQ410147.1	2020-1-1
OQ410150.1	2020-1-1
OQ410151.1	2020-1-1
JQ685902.1	2005-1-1
JQ685919.1	2005-1-1
JQ685900.1	2003-1-1
MN418161.1	2017-2-15
ON986424.1	2019-10-11
ON986425.1	2019-12-16
MG562574.1	2006-1-1
MK540781.1	2011-1-1
ON986482.1	2018-8-30
ON986483.1	2018-11-1
ON986484.1	2019-6-17
MK540668.1	1990-1-1
KY026418.1	1998-12-8
MK540695.1	2003-1-1
MG562532.1	2003-1-1
MF143294.2	2003-11-24
MK540696.1	2004-1-1
MK540697.1	2004-1-1
MK540710.1	2004-1-1
MK540712.1	2004-1-1
MK540713.1	2004-1-1
MK540716.1	2004-1-1
MK540720.1	2004-1-1
MG562540.1	2004-1-1
MG562541.1	2004-1-1
MF143296.2	2004-1-5
KY026419.1	2004-4-6
MF143305.2	2004-9-17
MF143306.2	2004-11-16
MF143307.2	2004-11-18
MG562558.1	2005-1-1
MG562567.1	2006-1-1
MF143281.2	2006-5-23
MF143376.2	2006-9-5
MF143377.2	2006-10-4
MF143280.2	2006-10-30
KY026479.1	2006-12-5
MG562576.1	2007-1-1
MG562577.1	2007-1-1
MG562579.1	2007-1-1
MF143378.2	2007-7-20
MF143285.2	2007-9-11
MF143382.2	2007-9-26
MF143383.2	2007-10-15
MF143384.2	2007-10-30
MF143337.2	2007-11-5
MF143389.2	2007-11-20
MF143390.2	2007-12-10
MG562582.1	2008-1-1
MG562584.1	2008-1-1
MG562585.1	2008-1-1
MG562586.1	2008-1-1
MG562587.1	2008-1-1
MG562588.1	2008-1-1
MF143288.2	2008-11-6
MG562593.1	2009-1-1
MG562605.1	2009-1-1
MF143392.2	2009-7-20
MF143394.2	2009-8-20
MF143395.2	2009-10-4
MF143396.2	2009-10-12
MF143400.2	2009-11-1
MK540737.1	2010-1-1
MK540738.1	2010-1-1
MK540740.1	2010-1-1
MG562545.1	2010-1-1
MG562608.1	2010-1-1
MF143308.2	2010-4-8
MF143311.2	2010-4-23
MF143317.2	2010-6-18
MF143413.2	2010-6-18
MF143407.2	2010-7-29
MF143319.2	2010-8-5
MF143410.2	2010-8-23
MF143411.2	2010-8-29
MF143321.2	2010-9-29
MF143412.2	2010-10-14
MF143323.2	2010-10-26
MF143339.2	2010-11-18
MK540742.1	2011-1-1
MK540755.1	2011-1-1
MK540765.1	2011-1-1
MK540780.1	2011-1-1
MK540782.1	2011-1-1
MK540787.1	2011-1-1
MK540788.1	2011-1-1
MK540792.1	2011-1-1
MK540793.1	2011-1-1
MG562610.1	2011-1-1
MF143414.2	2011-8-27
MF143330.2	2011-9-8
MF143331.2	2011-9-13
MF143332.2	2011-9-21
MF143334.2	2011-10-7
KY026483.1	2011-10-23
MF143340.2	2011-11-4
MF143191.2	2013-1-3
MF143194.2	2013-2-28
MF143197.2	2013-4-12
MF143198.2	2013-4-17
MF143202.2	2013-4-30
MF143204.2	2013-6-10
MF143209.2	2013-10-11
MF143210.2	2013-10-28
MF143211.2	2013-12-20
MF143212.2	2013-12-31
MF143214.2	2014-4-22
MF143216.2	2014-5-7
ON986474.1	2017-2-6
ON986475.1	2017-7-10
ON986476.1	2017-7-31
ON986477.1	2017-9-5
ON986478.1	2019-5-30
ON986479.1	2019-8-23
ON986480.1	2019-11-1
ON986481.1	2019-12-3
JQ685970.1	1974-1-1
JQ685944.1	1984-1-1
JQ685894.1	1994-1-1
JQ685893.1	2001-1-1
JQ685904.1	2001-1-1
JQ685911.1	2001-1-1
JQ685932.1	2001-1-1
JQ685940.1	2001-1-1
JQ685958.1	2001-1-1
JQ685959.1	2001-1-1
JQ685962.1	2001-1-1
JQ685966.1	2001-1-1
JQ685969.1	2001-1-1
JQ685964.1	2004-1-1
JQ685941.1	2005-1-1
JQ685938.1	2009-1-1
JQ685968.1	2009-1-1
MN418148.1	2017-10-1
MN418168.1	2017-10-6
MN418172.1	2017-11-11
MN418180.1	2017-12-6
PP447338.1	2021-8-5
PP447334.1	2021-9-18
PP447341.1	2021-9-19
PP447333.1	2021-9-21
PP447325.1	2021-9-28
PP447335.1	2021-9-30
PP447336.1	2021-10-7
PP386025.1	2021-10-25
PP386027.1	2021-11-19
PP386023.1	2021-11-22
PP447324.1	2021-12-21
PP386029.1	2022-7-14
PP386028.1	2022-8-15
JQ685921.1	2001-1-1
JQ685955.1	2005-1-1
JQ685952.1	2002-1-1
JQ685965.1	2002-1-1
JQ685922.1	2005-1-1
MK540883.1	1989-1-1
MK540884.1	1989-1-1
MK540885.1	1989-1-1
MK540886.1	1989-1-1
MK540658.1	1990-1-1
MK540659.1	1990-1-1
MK540660.1	1990-1-1
MK540661.1	1990-1-1
MK540662.1	1990-1-1
MK540663.1	1990-1-1
MK540664.1	1990-1-1
MK540665.1	1990-1-1
MK540666.1	1990-1-1
MK540667.1	1990-1-1
MK540670.1	1990-1-1
MK540671.1	1990-1-1
MK540672.1	1990-1-1
MK540673.1	1990-1-1
MK540674.1	1990-1-1
MK540675.1	1990-1-1
MK540676.1	1990-1-1
MK540677.1	1990-1-1
MG562523.1	1990-1-1
MG562524.1	1990-1-1
MN862283.1	1991-1-1
MK540678.1	1991-1-1
MK540679.1	1991-1-1
MK540680.1	1991-1-1
MK540681.1	1991-1-1
MK540682.1	1992-1-1
MK540683.1	1992-1-1
MK540684.1	1992-1-1
MK540685.1	1992-1-1
MK540686.1	1992-1-1
MK540687.1	1992-1-1
MG562525.1	1992-1-1
MK540688.1	1993-1-1
MK540689.1	1993-1-1
MF143290.2	1994-3-24
MK540690.1	1995-1-1
MF143291.2	1995-7-12
KY026416.1	1995-12-22
KY026417.1	1998-11-9
MK540691.1	2003-1-1
MK540692.1	2003-1-1
MK540693.1	2003-1-1
MK540694.1	2003-1-1
MG562518.1	2003-1-1
MG562519.1	2003-1-1
MG562520.1	2003-1-1
MG562522.1	2003-1-1
MG562527.1	2003-1-1
MG562528.1	2003-1-1
MG562529.1	2003-1-1
MG562530.1	2003-1-1
MG562531.1	2003-1-1
MG562533.1	2003-1-1
JQ685901.1	2003-1-1
MF143292.2	2003-5-21
MF143293.2	2003-6-6
MF143336.2	2003-12-22
MF143295.2	2003-12-25
MK540698.1	2004-1-1
MK540699.1	2004-1-1
MK540700.1	2004-1-1
MK540701.1	2004-1-1
MK540702.1	2004-1-1
MK540703.1	2004-1-1
MK540704.1	2004-1-1
MK540705.1	2004-1-1
MK540706.1	2004-1-1
MK540707.1	2004-1-1
MK540708.1	2004-1-1
MK540709.1	2004-1-1
MK540711.1	2004-1-1
MK540714.1	2004-1-1
MK540715.1	2004-1-1
MK540717.1	2004-1-1
MK540718.1	2004-1-1
MK540719.1	2004-1-1
MK540721.1	2004-1-1
MG562534.1	2004-1-1
MG562535.1	2004-1-1
MG562536.1	2004-1-1
MG562537.1	2004-1-1
MG562538.1	2004-1-1
MG562539.1	2004-1-1
MG562542.1	2004-1-1
MF143297.2	2004-2-6
MF143298.2	2004-4-21
MF143299.2	2004-5-4
MF143300.2	2004-5-20
MF143301.2	2004-6-3
KY026420.1	2004-6-21
MF143257.2	2004-6-30
MF143302.2	2004-8-4
MF143303.2	2004-8-13
MF143304.2	2004-8-18
MF143258.2	2004-11-23
MG562555.1	2005-1-1
MG562556.1	2005-1-1
MG562557.1	2005-1-1
MG562559.1	2005-1-1
MG562560.1	2005-1-1
MG562561.1	2005-1-1
MG562562.1	2005-1-1
MG562563.1	2005-1-1
MF143373.2	2005-12-29
MG562564.1	2006-1-1
MG562565.1	2006-1-1
MG562566.1	2006-1-1
MG562568.1	2006-1-1
MG562569.1	2006-1-1
MG562570.1	2006-1-1
MG562572.1	2006-1-1
MG562573.1	2006-1-1
MF143374.2	2006-8-29
MF143375.2	2006-8-30
MF143279.2	2006-10-11
KY026478.1	2006-11-16
MG562578.1	2007-1-1
MF143283.2	2007-1-4
MF143284.2	2007-1-31
MF143379.2	2007-3-2
MF143381.2	2007-3-22
MF143286.2	2007-3-30
MF143287.2	2007-4-25
MF143282.2	2007-7-25
MF143380.2	2007-9-18
MF143385.2	2007-11-5
KY026480.1	2007-12-10
MG562580.1	2008-1-1
MG562581.1	2008-1-1
MG562583.1	2008-1-1
MG562589.1	2008-1-1
MG562590.1	2008-1-1
MG562591.1	2008-1-1
MG562592.1	2008-1-1
KY026481.1	2008-9-18
KY026482.1	2008-9-28
MN418143.1	2008-11-26
MK540722.1	2009-1-1
MG562595.1	2009-1-1
MG562597.1	2009-1-1
MG562598.1	2009-1-1
MG562599.1	2009-1-1
MG562600.1	2009-1-1
MG562601.1	2009-1-1
MG562602.1	2009-1-1
MG562604.1	2009-1-1
MG562606.1	2009-1-1
MN418164.1	2009-1-8
MF143402.2	2009-2-26
MF143289.2	2009-3-17
MF143404.2	2009-4-17
MF143405.2	2009-4-17
MF143393.2	2009-8-14
MF143397.2	2009-10-19
MF143398.2	2009-10-19
MF143399.2	2009-11-5
MF143401.2	2009-11-30
MK540723.1	2010-1-1
MK540724.1	2010-1-1
MK540725.1	2010-1-1
MK540726.1	2010-1-1
MK540727.1	2010-1-1
MK540728.1	2010-1-1
MK540729.1	2010-1-1
MK540730.1	2010-1-1
MK540731.1	2010-1-1
MK540732.1	2010-1-1
MK540733.1	2010-1-1
MK540734.1	2010-1-1
MK540735.1	2010-1-1
MK540736.1	2010-1-1
MK540739.1	2010-1-1
MK540741.1	2010-1-1
MG562543.1	2010-1-1
MG562544.1	2010-1-1
MG562546.1	2010-1-1
MF143309.2	2010-4-20
MF143312.2	2010-5-4
MF143313.2	2010-5-11
MF143314.2	2010-6-2
MF143315.2	2010-6-2
MF143316.2	2010-6-9
MF143408.2	2010-8-9
MF143409.2	2010-8-20
MF143320.2	2010-9-21
MF143322.2	2010-10-6
MF143310.2	2010-12-10
MK540743.1	2011-1-1
MK540744.1	2011-1-1
MK540745.1	2011-1-1
MK540746.1	2011-1-1
MK540748.1	2011-1-1
MK540749.1	2011-1-1
MK540750.1	2011-1-1
MK540751.1	2011-1-1
MK540752.1	2011-1-1
MK540753.1	2011-1-1
MK540754.1	2011-1-1
MK540756.1	2011-1-1
MK540758.1	2011-1-1
MK540763.1	2011-1-1
MK540767.1	2011-1-1
MK540768.1	2011-1-1
MK540770.1	2011-1-1
MK540771.1	2011-1-1
MK540773.1	2011-1-1
MK540775.1	2011-1-1
MK540778.1	2011-1-1
MK540779.1	2011-1-1
MK540784.1	2011-1-1
MK540785.1	2011-1-1
MG562553.1	2011-1-1
MF143415.2	2011-1-8
MF143324.2	2011-4-5
MF143325.2	2011-4-26
KY026421.1	2011-5-31
MF143326.2	2011-6-16
MF143328.2	2011-8-19
MF143329.2	2011-9-2
MF143192.2	2013-2-4
MF143193.2	2013-2-13
MF143195.2	2013-3-21
MF143196.2	2013-3-22
MF143199.2	2013-4-17
MF143200.2	2013-4-25
MF143201.2	2013-4-26
KY026414.1	2013-5-21
MF143205.2	2013-6-25
MF143206.2	2013-7-19
MF143208.2	2013-8-19
MF143213.2	2014-2-27
MF143215.2	2014-5-2
MF143217.2	2014-5-8
MF143218.2	2014-5-13
MF143219.2	2014-5-22
MF143318.2	2014-6-23
MF143221.2	2014-6-26
MF143222.2	2014-7-11
MK540794.1	2015-1-1
MK540795.1	2015-1-1
MK540796.1	2015-1-1
MN418150.1	2016-2-1
MN418182.1	2016-2-1
MN418159.1	2016-3-3
MN418155.1	2016-6-30
MN418151.1	2016-7-6
MN418152.1	2016-7-12
MN418163.1	2016-11-15
MN418181.1	2016-12-14
MN418178.1	2017-1-23
MN418176.1	2017-2-15
MN418145.1	2017-3-3
ON986433.1	2017-3-13
MN418167.1	2017-3-19
ON986434.1	2017-3-21
MN418175.1	2017-4-21
MN418160.1	2017-5-1
ON986435.1	2017-5-9
ON986436.1	2017-6-26
ON986437.1	2017-7-13
MN418147.1	2017-8-11
MN418153.1	2017-8-18
MN418179.1	2017-8-19
MN418146.1	2017-8-29
MN418157.1	2017-9-20
ON986438.1	2017-9-21
MN418174.1	2017-9-21
ON986439.1	2017-9-27
ON986440.1	2017-9-29
ON986441.1	2017-12-1
MN418144.1	2017-12-3
MN418184.1	2017-12-15
MN418162.1	2017-12-16
MK540797.1	2018-1-1
MK540798.1	2018-1-1
MK540799.1	2018-1-1
MN418173.1	2018-1-3
MN418142.1	2018-2-5
ON986442.1	2018-2-10
MN418171.1	2018-2-16
ON986443.1	2018-2-21
ON986444.1	2018-2-21
ON986445.1	2018-2-24
ON986446.1	2018-2-27
ON986447.1	2018-3-19
ON986448.1	2018-3-24
ON986449.1	2018-3-26
MN418156.1	2018-4-23
MN418169.1	2018-5-26
ON986450.1	2018-6-19
ON986451.1	2018-6-21
ON986452.1	2018-7-5
ON986453.1	2018-7-27
ON986454.1	2018-9-10
ON986455.1	2018-9-12
ON986456.1	2018-11-16
ON986457.1	2018-12-4
ON986458.1	2019-2-2
ON986459.1	2019-3-22
ON986460.1	2019-4-3
ON986461.1	2019-4-17
ON986462.1	2019-5-9
ON986463.1	2019-5-13
ON986464.1	2019-5-22
ON986465.1	2019-6-12
ON986466.1	2019-7-2
ON986467.1	2019-8-22
ON986468.1	2019-9-1
ON986469.1	2019-9-25
ON986470.1	2019-10-24
ON986471.1	2019-12-12
ON986472.1	2019-12-12
OR227629.1	2019-12-16
ON986473.1	2020-3-11
PP447322.1	2021-1-4
PP447330.1	2021-1-8
PP447327.1	2021-9-2
PP447332.1	2021-9-2
PP447331.1	2021-9-7
PP447326.1	2021-9-20
PP447328.1	2021-10-6
PP447329.1	2021-10-18
PP447323.1	2022-3-14
LC717421.1	1965-1-1
JQ685905.1	2003-1-1
JQ685933.1	2004-1-1
MG562596.1	2009-1-1
JQ685899.1	2009-1-1
JQ685934.1	2009-1-1
JQ685943.1	2009-1-1
JQ685957.1	2009-1-1
MG562607.1	2010-1-1
MG562609.1	2010-1-1
JQ685918.1	2010-1-1
JQ685948.1	2010-1-1
MK540747.1	2011-1-1
MK540757.1	2011-1-1
MK540766.1	2011-1-1
MK540776.1	2011-1-1
MK540786.1	2011-1-1
MK540789.1	2011-1-1
MG562552.1	2011-1-1
MF143335.2	2011-10-21
MF143207.2	2013-7-31
MF143220.2	2014-6-13
OM202983.1	2015-1-1
MN418158.1	2017-6-6
MN418177.1	2017-6-20
MN418183.1	2017-8-8
OM202982.1	2019-1-1
OR474090.1	2023-2-9
KU198460.1	1989-1-1
KU198462.1	1990-1-1
MN233899.1	2007-1-1
MN233900.1	2007-1-1
MN233902.1	2008-1-1
MN233898.1	1989-1-1
KU198463.1	1990-1-1
KU198471.1	2007-1-1
MN233901.1	2008-1-1
MK540764.1	2011-1-1
MF143203.2	2013-6-6
MN418165.1	2017-3-3
MN418149.1	2017-6-16
KT336433.1	1991-1-1
KT336434.1	1992-1-1
KT336435.1	1993-1-1
